Segment Length:,Segment Radius:,Terminal:,Parent:,Branch1:,Branch2:,Total Segments:
0.0028488036,0.001302301,1,289,,,
9.7121364667,0.0001704309,1,289,,,
6.0081654658,0.0008968732,1,442,,,
3.0854528417,0.0010594654,1,442,,,
7.5558850646,0.0010445465,1,389,,,
19.8245152715,0.0008207265,1,389,,,
14.3437432104,0.0010241416,1,348,,,
19.4590910519,0.0009489536,1,348,,,
12.8095198393,0.0009549899,1,427,,,
10.6365507349,0.0010004187,1,427,,,
1.0570307638,0.0010959282,1,299,,,
10.2831288666,0.0006205442,1,299,,,
0.8310302821,0.0012913551,0,363,498,499,
7.4331633445,0.0008945216,1,363,,,
13.9673224015,0.0008840381,1,496,,,
6.7257387849,0.0010612416,1,496,,,
17.5636996225,0.0009333721,1,343,,,
8.3126112492,0.0011253159,1,343,,,
6.6435851783,0.0012124788,1,129,,,
6.641554112,0.0012125715,1,129,,,
20.8669595351,0.0011018731,1,438,,,
22.8089991151,0.0010776303,1,438,,,
6.4384770957,0.0008757086,1,66,,,
4.8182187533,0.0009415291,1,66,,,
9.5942021114,0.0007117739,1,211,,,
4.0912621601,0.0008808053,1,211,,,
3.5950605358,0.0010788204,1,319,,,
7.7840884837,0.0008893522,1,319,,,
