Segment Length:,Segment Radius:,Terminal:,Parent:,Branch1:,Branch2:,Total Segments:
4.3554750494,0.0010517756,1,202,,,
9.4604431641,0.0008663714,1,202,,,
4.805252793,0.0011857154,0,150,470,471,
11.2540835072,0.0009034085,1,150,,,
0.1248202356,0.0012714226,0,281,400,401,
8.709074848,0.0012962263,0,281,446,447,
10.9064077891,0.00134263,0,251,476,477,
7.0598789999,0.0008888788,1,251,,,
9.6113636882,0.0008718661,1,136,,,
0.0508805255,0.001182741,0,136,480,481,
4.4082795229,0.0008370943,1,269,,,
4.2235472753,0.0008461012,1,269,,,
4.3050356403,0.0009773391,1,191,,,
1.0221311403,0.0014919274,0,191,502,503,
15.9669751701,0.0008157043,1,390,,,
5.1304308004,0.0010834278,1,390,,,
5.8462351206,0.0008488428,1,179,,,
3.913273621,0.0012618537,0,179,428,429,
2.2457519856,0.0009976561,1,254,,,
3.6160811734,0.0008856493,1,254,,,
4.5263946494,0.0012862557,1,323,,,
14.8281826781,0.0009560782,1,323,,,
0.5055747844,0.0011814665,0,308,422,423,
4.9922413751,0.0007786198,1,308,,,
10.8374954272,0.0016534328,0,265,474,475,
0.063882924,0.0012132846,0,265,488,489,
2.5124657206,0.001182054,1,271,,,
8.4190184316,0.0008736692,1,271,,,
4.0954442394,0.0010298561,1,331,,,
3.9144304194,0.0010415609,1,331,,,
1.0175742086,0.0009084928,1,158,,,
3.1921346538,0.0006826415,1,158,,,
0.2519842199,0.0010019398,1,340,,,
2.1184184497,0.0005884127,1,340,,,
1.4881611063,0.0010261364,1,359,,,
4.561439237,0.0007755184,1,359,,,
7.7612671049,0.0009123341,1,408,,,
9.0508895106,0.0008779388,1,408,,,
11.0181513954,0.000859589,1,348,,,
7.8981867712,0.0009341921,1,348,,,
5.3553563102,0.0009441178,1,263,,,
11.5808139922,0.0007785536,1,263,,,
8.9243322204,0.0008827765,1,403,,,
4.963924493,0.001022206,1,403,,,
0.0004815566,0.001262647,1,232,,,
2.1979230545,0.0001536175,1,232,,,
1.8311455475,0.0012490353,0,380,456,457,
9.1048016761,0.0009324163,1,380,,,
8.0868520162,0.0008832923,1,288,,,
4.5201648005,0.0010215527,1,288,,,
0.0135713434,0.0012111451,1,248,,,
4.8648880012,0.0002783452,1,248,,,
2.3572883101,0.000889041,1,146,,,
0.7973814281,0.0014031373,0,146,462,463,
2.5428631438,0.0007610664,1,66,,,
3.3102383304,0.0012350473,0,66,466,467,
10.755214876,0.0008590342,1,256,,,
4.4585403483,0.0010705749,1,256,,,
1.6468141268,0.0012809241,0,371,482,483,
5.331070057,0.000901579,1,371,,,
4.1410254146,0.0010300437,1,391,,,
6.207115633,0.0009309153,1,391,,,
0.011760945,0.0010405777,1,257,,,
3.7905707727,0.000245589,1,257,,,
4.961511584,0.0009772642,1,332,,,
5.4917412073,0.0009527698,1,332,,,
3.9224259876,0.0008815259,1,258,,,
5.0832919461,0.0008262044,1,258,,,
4.4224110949,0.0009018951,1,224,,,
5.0264622351,0.0008734845,1,224,,,
9.632278256,0.0009138526,1,432,,,
7.3516478608,0.0009777149,1,432,,,
3.9360588288,0.0009779194,1,278,,,
5.3205396523,0.0009069421,1,278,,,
3.1311185048,0.0009487187,1,276,,,
4.7147382667,0.0008564419,1,276,,,
2.7029619673,0.0011632986,1,439,,,
6.1567363881,0.0009469206,1,439,,,
3.0141191335,0.0016251549,1,339,,,
11.0225557694,0.0011752068,1,339,,,
2.6987957251,0.0009965188,1,441,,,
4.6683161138,0.0008689363,1,441,,,
0.650752427,0.0010905767,1,88,,,
11.7013349794,0.0005296041,1,88,,,
7.7278044499,0.0009019971,1,388,,,
7.9654791855,0.000895192,1,388,,,
7.7838982366,0.0009586255,1,377,,,
6.0272068845,0.0010219255,1,377,,,
4.9810597901,0.0013934667,0,410,492,493,
8.1041857308,0.0010839209,1,410,,,
1.8321051015,0.001184194,1,392,,,
9.0390440208,0.0007945657,1,392,,,
3.5875357298,0.0008379185,1,216,,,
5.9646851302,0.0012894031,0,216,508,509,
15.5985032774,0.0007923295,1,395,,,
6.5350563852,0.0009848367,1,395,,,
4.7594951749,0.0010236454,1,444,,,
7.5159409502,0.0009131538,1,444,,,
5.1029394374,0.0009376942,1,286,,,
7.1720027902,0.0008612044,1,286,,,
16.8036757655,0.0011886552,1,245,,,
5.6088774572,0.0011758474,0,245,510,511,
11.1511321587,0.0007939705,1,411,,,
4.0383936218,0.0010234861,1,411,,,
10.3981110279,0.0007794259,1,219,,,
6.2417157859,0.0008854977,1,219,,,
3.4403621419,0.0010939558,1,474,,,
4.6243773653,0.0010159855,1,474,,,
1.3194034237,0.0013761583,1,379,,,
10.6654430364,0.0008161464,1,379,,,
5.190487355,0.0012284284,1,324,,,
5.6982899751,0.0012000953,1,324,,,
0.0057937081,0.0010765914,1,223,,,
3.6949875138,0.0002142332,1,223,,,
6.0654078214,0.0010974847,1,171,,,
8.1596751331,0.0010190494,1,171,,,
5.8202581418,0.00117967,1,399,,,
8.3386414329,0.001078257,1,399,,,
1.8276087198,0.0009308254,1,322,,,
3.9964429751,0.0007654567,1,322,,,
5.2582172405,0.0008157736,1,345,,,
4.4058460936,0.0008526522,1,345,,,
1.9399435647,0.0010464681,1,479,,,
3.5518954888,0.0008996182,1,479,,,
0.0025855049,0.0011716155,1,487,,,
4.8035244731,0.0001784561,1,487,,,
